id,lat,lng
b860910551,40.426476185714286,-86.9058451
b860910552,40.426300071428564,-86.90582518571429
b860916350,40.42414822222222,-86.90628745555554
b860916353,40.4244432,-86.90722762
b860918857,40.43397981,-86.90924823499998
b864885019,40.410240957142854,-86.9175335857143
b864885024,40.41099526,-86.91590449999998
b864885027,40.41194872,-86.91832795999998
b864885028,40.411956860000004,-86.91764524000001
b864885029,40.41172668,-86.91832986
b866802210,40.42850150714286,-86.91558374285714
b867032538,40.423209445454546,-86.89031136363636
b868148311,40.4434495,-86.90303797272729
b868148312,40.44309644,-86.90277988
b868148313,40.443120188888884,-86.90213307777779
b868148323,40.442426328571436,-86.9009168
b868148324,40.44250569999999,-86.90120438
b868148325,40.44253948000001,-86.90155392
b868148326,40.442341785714284,-86.90196024285716
b868148327,40.442055925000005,-86.90193525000001
b868148328,40.44199343999999,-86.90238428
b868148329,40.4417464,-86.90243174
b868148330,40.44152156,-86.90226799999999
b868148331,40.44143957777778,-86.90183187777778
b868148332,40.44137725555556,-86.90144233333334
b868148333,40.441368499999996,-86.90105546000001
b868148334,40.441352942857144,-86.90072869999999
b868148335,40.441319119999996,-86.90032846
b868148336,40.44158108571428,-86.90003921428573
b868148337,40.44205026666667,-86.90136417777778
b868148338,40.44204248,-86.90096426
b868148339,40.4420074375,-86.900557025
b868148340,40.441836111111115,-86.90166693333335
b868148341,40.441751999999994,-86.90138579999999
b868148342,40.441739319999996,-86.90098652
b868148343,40.44173898,-86.90061799999998
b868148347,40.44192688181818,-86.89994344545455
b868466278,40.43934185714286,-86.9022368
b869293511,40.44247991304348,-86.90898180434783
b869293512,40.442588843749995,-86.908130025
b869293513,40.44272410000001,-86.90765138461538
b869293514,40.44275048181818,-86.90685967272726
b869293516,40.443788790909096,-86.91271347272726
b869293517,40.44386697142857,-86.91237222857144
b869293518,40.44343955454545,-86.91259705454546
b869293519,40.44360751111111,-86.91209685555555
b869293520,40.44324624285714,-86.91242794285715
b869293521,40.44335358888888,-86.91192692222222
b869293522,40.44389992857143,-86.91168882857143
b869293523,40.44395054444444,-86.9111879888889
b869293524,40.44358504,-86.91117396
b869293525,40.443636142857144,-86.91166595714286
b869293526,40.44337471111111,-86.91154347777778
b869293527,40.44332768571429,-86.91106234285715
b869293528,40.44354044,-86.91077218000001
b869293529,40.44395441428571,-86.91061838571429
b869293530,40.44335536,-86.91084538
b869293531,40.44329784,-86.9106759
b869293532,40.44382798181818,-86.91013871818181
b869293533,40.44371048000001,-86.90972697333335
b869293534,40.44384574615385,-86.90935857692305
b869293535,40.4435717,-86.90897119230769
b869293536,40.44343593999999,-86.9101637
b869293537,40.44320487692308,-86.90927427692307
b869293538,40.44308910909091,-86.90961676363635
b869293539,40.44296698,-86.90999054
b869293540,40.442777199999995,-86.91027675555556
b869293541,40.44287504444445,-86.91062526666666
b869293542,40.44285363333333,-86.91097027777779
b869293543,40.44292948888889,-86.91134712222222
b869293544,40.44285535555556,-86.91167422222222
b869293545,40.44287610909092,-86.91201605454546
b869293546,40.44238094444445,-86.91115047777777
b869993638,40.42943450769231,-86.91015336153845
b869993639,40.42967162,-86.91021734
b869993640,40.42967083999999,-86.91003988
b869993641,40.42967342,-86.90989110000001
b869993642,40.42962386,-86.90969774
b869993643,40.42953102,-86.90950688
b869993644,40.42966795555555,-86.90932232222222
b869993645,40.429653679999994,-86.90913342000002
b869993646,40.43112294,-86.91114716
b869993647,40.4311843,-86.91090482
b869993648,40.431194014285715,-86.9106679142857
b869993649,40.431545500000006,-86.91142055999998
